MIRNA	HOST	HOST_EXPR	HOST_TC	TARGET	TAR_EXPR	TAR_TC	DELTAG
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PYURF	4.0	1	-12.58
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CPNE6	0.0	19	-8.15
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZCCHC13	0.0	1	-7.3
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CC2D2B	0.0	3	-8.22
hsa-miR-335-5p	RP11-2E11.6	0.1	1	C11orf54	5.0	15	-12.93
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TANC2	0.6	11	-15.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	EFNA1	17.0	5	-8.13
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FAM26E	0.1	1	-16.41
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KLF8	0.6	5	-9.49
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MFGE8	5.0	17	-10.92
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MXD1	2.0	6	-13.56
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CDC42EP4	16.0	9	-12.61
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MBNL2	11.0	6	-8.63
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TMEM154	0.1	4	-10.77
hsa-miR-335-5p	RP11-2E11.6	0.1	1	BTN3A1	4.0	11	-9.17
hsa-miR-335-5p	RP11-2E11.6	0.1	1	AMY1C	0.0	1	-19.08
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DIO1	0.1	17	-13.93
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ELP2	5.0	28	-12.66
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TBX22	0.0	5	-8.57
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CPEB2	2.0	9	-9.96
hsa-miR-335-5p	RP11-2E11.6	0.1	1	BIRC5	0.3	11	-14.47
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SPTBN2	5.0	11	-7.17
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TRPM4	3.0	14	-13.46
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CCR2	0.2	5	-15.56
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LINGO3	0.1	1	-9.69
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PADI4	0.1	5	-11.39
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DCP2	1.0	8	-16.75
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FOXP1	2.0	23	-9.27
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PTAFR	0.6	3	-12.42
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SYNPO2	0.9	6	-7.61
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FBLIM1	8.0	15	-12.6
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SH3PXD2B	4.0	4	-8.53
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LPIN2	5.0	4	-10.42
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DKK2	0.0	4	-6.92
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MAOB	3.0	3	-14.36
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ITGB2	1.0	25	-13.44
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC5A10	0.0	6	-18.54
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SKAP2	1.0	9	-9.61
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ADH6	0.1	8	-9.25
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ATP6AP1L	0.5	5	-9.74
hsa-miR-335-5p	RP11-2E11.6	0.1	1	RAB5B	12.0	11	-14.88
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SCG3	2.0	3	-8.86
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SPATA3	0.0	10	-7.62
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KIRREL	2.0	4	-11.33
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TSLP	0.0	3	-8.31
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TNFRSF9	0.1	4	-9.02
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ABTB1	6.0	15	-8.57
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CYP7A1	0.0	1	-10.08
hsa-miR-335-5p	RP11-2E11.6	0.1	1	EFCAB5	0.0	12	-15.47
hsa-miR-335-5p	RP11-2E11.6	0.1	1	COLGALT2	0.6	4	-11.83
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PCED1A	16.0	6	-12.45
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ARHGAP36	0.0	5	-7.09
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ATE1	2.0	9	-14.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZCCHC6	3.0	7	-15.93
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ANXA1	4.0	8	-7.98
hsa-miR-335-5p	RP11-2E11.6	0.1	1	NPEPL1	3.0	9	-8.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TRIB1	6.0	4	-9.74
hsa-miR-335-5p	RP11-2E11.6	0.1	1	UCMA	0.0	2	-12.78
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FMN2	0.1	7	-16.4
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ST6GALNAC1	0.2	11	-10.24
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FPGT	2.0	8	-9.12
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FGF23	0.0	1	-11.36
hsa-miR-335-5p	RP11-2E11.6	0.1	1	NPR3	0.1	7	-8.39
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LHX6	0.2	12	-8.57
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FAM189A1	2.0	4	-8.5
hsa-miR-335-5p	RP11-2E11.6	0.1	1	HYOU1	25.0	22	-13.39
hsa-miR-335-5p	RP11-2E11.6	0.1	1	GRB7	12.0	14	-9.12
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ATP10B	0.6	11	-7.68
hsa-miR-335-5p	RP11-2E11.6	0.1	1	C6orf25	0.1	8	-8.62
hsa-miR-335-5p	RP11-2E11.6	0.1	1	XIRP2	0.0	7	-9.11
hsa-miR-335-5p	RP11-2E11.6	0.1	1	USH2A	0.0	4	-12.71
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KDM5B	3.0	10	-8.87
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ARL5B	3.0	1	-12.51
hsa-miR-335-5p	RP11-2E11.6	0.1	1	EPHA4	0.2	14	-10.38
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CASKIN2	4.0	7	-11.33
hsa-miR-335-5p	RP11-2E11.6	0.1	1	RGS8	0.0	7	-13.62
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PPFIA2	0.0	28	-9.82
hsa-miR-335-5p	RP11-2E11.6	0.1	1	GRIK4	0.0	7	-8.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	RIIAD1	0.1	6	-14.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PCSK9	2.0	2	-12.06
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MRPL49	8.0	9	-12.24
hsa-miR-335-5p	RP11-2E11.6	0.1	1	GBP4	0.7	3	-14.28
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CTDP1	2.0	5	-15.76
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PARP10	7.0	23	-7.29
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TMCC2	0.4	8	-7.65
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TRAV22	0.0	1	-12.8
hsa-miR-335-5p	RP11-2E11.6	0.1	1	JAKMIP3	0.2	2	-8.01
hsa-miR-335-5p	RP11-2E11.6	0.1	1	C6orf223	0.2	4	-7.7
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ASCC1	3.0	19	-10.14
hsa-miR-335-5p	RP11-2E11.6	0.1	1	IRF6	6.0	4	-12.85
hsa-miR-335-5p	RP11-2E11.6	0.1	1	C1QTNF1	3.0	12	-7.3
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FREM1	2.0	9	-14.27
hsa-miR-335-5p	RP11-2E11.6	0.1	1	EHF	6.0	12	-13.13
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PPM1L	1.0	5	-15.32
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SH2D3A	4.0	8	-14.78
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MAT1A	10.0	4	-11.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DNALI1	5.0	5	-7.78
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LIF	0.7	2	-12.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ENTPD3	6.0	4	-8.74
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZNF862	4.0	6	-6.92
hsa-miR-335-5p	RP11-2E11.6	0.1	1	RAB3C	0.3	4	-11.48
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DAPK2	0.4	13	-9.17
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FKBP7	0.8	8	-11.77
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZNF252P	2.0	8	-7.15
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TULP4	1.0	7	-8.92
hsa-miR-335-5p	RP11-2E11.6	0.1	1	UHRF2	4.0	13	-9.89
hsa-miR-335-5p	RP11-2E11.6	0.1	1	UHMK1	3.0	4	-9.74
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FAM151A	0.1	2	-7.22
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CTH	3.0	5	-9.8
hsa-miR-335-5p	RP11-2E11.6	0.1	1	NGFR	3.0	3	-10.89
hsa-miR-335-5p	RP11-2E11.6	0.1	1	H6PD	8.0	3	-11.49
hsa-miR-335-5p	RP11-2E11.6	0.1	1	C16orf46	0.4	4	-11.43
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SMIM14	9.0	7	-14.61
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CCDC141	0.4	8	-8.91
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ANKZF1	11.0	26	-12.85
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SEC61A1	111.0	7	-13.14
hsa-miR-335-5p	RP11-2E11.6	0.1	1	RFTN2	0.5	4	-9.17
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PLEKHA1	2.0	8	-8.88
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TFE3	7.0	5	-14.36
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ACSL3	3.0	11	-10.34
hsa-miR-335-5p	RP11-2E11.6	0.1	1	IGF2BP2	2.0	11	-13.39
hsa-miR-335-5p	RP11-2E11.6	0.1	1	OSBP	15.0	3	-10.87
hsa-miR-335-5p	RP11-2E11.6	0.1	1	NDST3	0.0	2	-13.86
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FBXL8	9.0	9	-12.69
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CLMN	8.0	9	-15.54
hsa-miR-335-5p	RP11-2E11.6	0.1	1	NKTR	9.0	19	-11.13
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ACACA	2.0	23	-13.28
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LIFR	4.0	9	-9.18
hsa-miR-335-5p	RP11-2E11.6	0.1	1	WBP2	23.0	19	-7.57
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC52A1	0.1	5	-9.61
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KLC4	4.0	19	-8.89
hsa-miR-335-5p	RP11-2E11.6	0.1	1	GATA1	0.0	2	-7.15
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ERMP1	3.0	6	-13.98
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CELSR3	0.4	4	-12.78
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TMEM181	15.0	1	-11.73
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MPDZ	1.0	19	-12.89
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PLEKHA4	3.0	11	-7.6
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CFTR	40.0	11	-9.11
hsa-miR-335-5p	RP11-2E11.6	0.1	1	STARD5	0.4	6	-13.84
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KRTAP4-6	0.0	1	-8.64
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MGAT3	1.0	3	-17.07
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ULK2	2.0	11	-9.16
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LSS	9.0	11	-13.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PDE2A	1.0	27	-13.53
hsa-miR-335-5p	RP11-2E11.6	0.1	1	HIP1R	21.0	10	-7.65
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZER1	9.0	4	-6.76
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SOX5	0.1	16	-10.03
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC38A2	20.0	14	-11.36
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PIP5KL1	0.4	12	-7.08
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PDE4D	0.2	27	-9.6
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DCSTAMP	0.0	8	-9.17
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC25A18	0.4	6	-13.65
hsa-miR-335-5p	RP11-2E11.6	0.1	1	EMP1	3.0	12	-8.32
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TNS4	0.1	4	-7.31
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KIAA1033	5.0	14	-8.51
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LMBRD2	2.0	3	-9.86
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ARRDC3	7.0	7	-11.24
hsa-miR-335-5p	RP11-2E11.6	0.1	1	C14orf79	3.0	9	-8.6
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC17A5	3.0	2	-13.68
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TRANK1	1.0	3	-13.57
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TPO	0.2	15	-7.56
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PAQR6	0.8	15	-13.01
hsa-miR-335-5p	RP11-2E11.6	0.1	1	RNF157	0.8	9	-12.52
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC4A8	0.3	18	-11.17
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KLHL14	0.0	3	-12.93
hsa-miR-335-5p	RP11-2E11.6	0.1	1	NPY	0.9	3	-8.67
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ODF3B	4.0	9	-12.51
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZNF598	14.0	10	-8.27
hsa-miR-335-5p	RP11-2E11.6	0.1	1	C1orf61	0.1	27	-13.52
hsa-miR-335-5p	RP11-2E11.6	0.1	1	GLTSCR1L	3.0	3	-12.73
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TMEM8A	30.0	8	-8.39
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SNCG	1.0	4	-7.15
hsa-miR-335-5p	RP11-2E11.6	0.1	1	HAPLN1	0.0	7	-15.24
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ABCC8	6.0	20	-10.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	RTN2	0.9	14	-6.98
hsa-miR-335-5p	RP11-2E11.6	0.1	1	NCAM2	0.0	5	-11.03
hsa-miR-335-5p	RP11-2E11.6	0.1	1	INSIG1	17.0	6	-9.06
hsa-miR-335-5p	RP11-2E11.6	0.1	1	B3GNT4	0.1	6	-8.64
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZFYVE1	2.0	9	-14.03
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PLEKHG1	0.6	4	-9.01
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DST	2.0	36	-10.73
hsa-miR-335-5p	RP11-2E11.6	0.1	1	C7orf31	0.6	5	-7.59
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PPP1R3B	2.0	2	-13.01
hsa-miR-335-5p	RP11-2E11.6	0.1	1	GLG1	12.0	14	-13.48
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC17A3	0.0	10	-6.9
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TRERF1	0.8	5	-8.65
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TXNIP	146.0	4	-8.99
hsa-miR-335-5p	RP11-2E11.6	0.1	1	APOC1	1.0	9	-12.75
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ARPC5L	5.0	3	-12.53
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TRIM69	0.8	12	-8.58
hsa-miR-335-5p	RP11-2E11.6	0.1	1	HTR7	0.1	3	-8.5
hsa-miR-335-5p	RP11-2E11.6	0.1	1	USH1C	1.0	11	-7.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ANGPT4	0.1	1	-14.62
hsa-miR-335-5p	RP11-2E11.6	0.1	1	HOXB3	1.0	13	-13.43
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CATSPERB	3.0	8	-11.48
hsa-miR-335-5p	RP11-2E11.6	0.1	1	INHBE	0.1	4	-12.66
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SHROOM3	1.0	10	-8.1
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TBXAS1	0.4	22	-7.96
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC2A12	0.2	1	-12.41
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LMOD1	3.0	2	-9.83
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZNF843	0.6	3	-7.01
hsa-miR-335-5p	RP11-2E11.6	0.1	1	GDF9	0.3	7	-12.41
hsa-miR-335-5p	RP11-2E11.6	0.1	1	BIN1	3.0	14	-9.17
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MBNL1	4.0	24	-13.98
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC5A3	0.8	1	-13.73
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLX4IP	1.0	2	-13.14
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CDH11	0.3	19	-12.34
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PREX2	0.3	5	-9.79
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ABCA5	9.0	14	-12.36
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TMEM163	4.0	3	-10.34
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MARK4	3.0	11	-8.62
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CYP19A1	0.0	21	-9.71
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ATHL1	285.0	8	-9.29
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SCARA5	0.7	4	-12.24
hsa-miR-335-5p	RP11-2E11.6	0.1	1	UBXN7	3.0	6	-9.86
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FGF17	0.7	4	-8.14
hsa-miR-335-5p	RP11-2E11.6	0.1	1	NINL	2.0	7	-9.16
hsa-miR-335-5p	RP11-2E11.6	0.1	1	HSP90AB1	268.0	4	-9.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ATXN1	1.0	10	-8.47
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SWT1	3.0	3	-8.47
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KIT	0.7	4	-14.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	GLCCI1	0.8	12	-11.14
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SYT5	0.3	11	-9.77
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MBD5	0.4	15	-10.03
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ADCY6	9.0	9	-9.03
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SELENBP1	12.0	19	-13.96
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LGALS9C	0.0	15	-14.43
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ILDR1	2.0	5	-10.4
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC6A6	1.0	11	-13.1
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TTC39B	0.8	9	-13.74
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MUC4	0.1	22	-11.21
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KCNH4	0.0	2	-9.21
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SYNGR3	0.2	6	-8.09
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KALRN	0.8	22	-9.92
hsa-miR-335-5p	RP11-2E11.6	0.1	1	YPEL2	3.0	5	-7.09
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ERC1	1.0	25	-16.2
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TAZ	7.0	24	-14.91
hsa-miR-335-5p	RP11-2E11.6	0.1	1	RECK	0.8	3	-12.85
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PLEKHA8P1	0.6	4	-7.13
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DENND3	1.0	22	-8.32
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MMAB	3.0	10	-11.99
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DDX6	5.0	8	-15.36
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ABHD4	6.0	10	-9.15
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FOXI1	0.0	2	-9.57
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ASIC4	0.0	5	-8.01
hsa-miR-335-5p	RP11-2E11.6	0.1	1	WBP1L	6.0	2	-12.39
hsa-miR-335-5p	RP11-2E11.6	0.1	1	VN1R1	0.3	1	-15.07
hsa-miR-335-5p	RP11-2E11.6	0.1	1	WNT7B	0.2	5	-12.52
hsa-miR-335-5p	RP11-2E11.6	0.1	1	HOXA2	0.1	2	-11.24
hsa-miR-335-5p	RP11-2E11.6	0.1	1	AGXT2	0.0	6	-8.54
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MUC3A	0.3	4	-9.63
hsa-miR-335-5p	RP11-2E11.6	0.1	1	VLDLR	5.0	4	-9.05
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LTK	0.2	6	-8.09
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DCAF5	6.0	9	-8.05
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FAM102A	10.0	7	-8.56
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZDHHC19	0.0	7	-10.42
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MUC5AC	0.0	1	-8.46
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLFN5	1.0	3	-10.5
hsa-miR-335-5p	RP11-2E11.6	0.1	1	BBS9	0.8	16	-7.58
hsa-miR-335-5p	RP11-2E11.6	0.1	1	STAT2	14.0	12	-8.74
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SLC17A2	0.0	3	-8.54
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KCNK5	9.0	1	-15.55
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FHL1	3.0	33	-9.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CDK20	2.0	10	-9.5
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PXN	9.0	19	-12.94
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PLEKHG4	2.0	15	-8.43
hsa-miR-335-5p	RP11-2E11.6	0.1	1	POLN	0.3	13	-12.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CD69	0.3	4	-8.31
hsa-miR-335-5p	RP11-2E11.6	0.1	1	EPN2	2.0	27	-8.96
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ERAP1	4.0	9	-12.03
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SRGAP2C	0.4	5	-9.47
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FLYWCH1	4.0	14	-8.48
hsa-miR-335-5p	RP11-2E11.6	0.1	1	BMP1	3.0	18	-7.5
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CHST9	0.8	4	-12.43
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FAM135A	1.0	16	-12.54
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TMPRSS11D	0.0	8	-8.52
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DACH1	0.4	4	-9.51
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KIAA1644	0.2	1	-8.4
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CITED2	20.0	4	-10.77
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SERPINA3	0.9	2	-12.25
hsa-miR-335-5p	RP11-2E11.6	0.1	1	AGPAT4	0.8	5	-11.15
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ARHGEF3	5.0	15	-7.25
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ADSSL1	1.0	12	-12.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SEMA4D	1.0	24	-10.66
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MTA2	8.0	7	-9.86
hsa-miR-335-5p	RP11-2E11.6	0.1	1	IRAK2	0.7	1	-11.58
hsa-miR-335-5p	RP11-2E11.6	0.1	1	MAGED4	0.0	11	-8.2
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SHC4	0.1	6	-8.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PLXNA4	0.2	5	-13.81
hsa-miR-335-5p	RP11-2E11.6	0.1	1	BHLHE40	20.0	3	-7.99
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ZDHHC14	0.7	9	-10.05
hsa-miR-335-5p	RP11-2E11.6	0.1	1	CDON	0.4	9	-8.08
hsa-miR-335-5p	RP11-2E11.6	0.1	1	AREG	0.5	3	-13.19
hsa-miR-335-5p	RP11-2E11.6	0.1	1	FAM46C	14.0	1	-13.19
hsa-miR-335-5p	RP11-2E11.6	0.1	1	IGFBP2	22.0	5	-12.8
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PCDHGC4	0.1	4	-8.39
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ADAM32	0.4	11	-9.78
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PLSCR4	4.0	11	-9.44
hsa-miR-335-5p	RP11-2E11.6	0.1	1	LTBP4	7.0	39	-7.58
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PAK3	6.0	13	-10.77
hsa-miR-335-5p	RP11-2E11.6	0.1	1	KCTD12	3.0	1	-10.34
hsa-miR-335-5p	RP11-2E11.6	0.1	1	ASGR1	0.1	9	-7.35
hsa-miR-335-5p	RP11-2E11.6	0.1	1	PML	2.0	22	-11.15
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SOX9	12.0	1	-9.41
hsa-miR-335-5p	RP11-2E11.6	0.1	1	DEFB132	0.0	1	-9.0
hsa-miR-335-5p	RP11-2E11.6	0.1	1	SPATA18	0.8	10	-7.07
hsa-miR-335-5p	RP11-2E11.6	0.1	1	IL21R	0.0	5	-12.79
hsa-miR-335-5p	RP11-2E11.6	0.1	1	TCEA3	40.0	6	-7.84
hsa-miR-335-5p	RP11-2E11.6	0.1	1	VILL	0.7	11	-12.75
