Gene ID	Gene Name	HUP-T4	KLM-1	MIA Paca-2	PK-45H	PK-45P	PK-59	PK-8	TCC-PAN2	YAPC
ENSG00000024862	CCDC28A	12	7	12	8	4	7	4	5	11
ENSG00000025039	RRAGD	0.1	1	5	1	0.3		0.1		1
ENSG00000025156	HSF2	3	4	7	6	5	5	3	2	6
ENSG00000025293	PHF20	7	9	13	9	11	6	9	5	8
ENSG00000025423	HSD17B6	0.1	0.9	0.2	0.3	0.2	0.2	0.8	0.1	0.6
ENSG00000025434	NR1H3	4	2	1	2	1	5	9	25	7
ENSG00000025708	TYMP	6	3	0.4	4	3	2	0.4	12	3
ENSG00000025770	NCAPH2	20	14	12	23	28	12	20	23	18
ENSG00000025772	TOMM34	38	99	51	101	82	53	164	80	37
ENSG00000025796	SEC63	10	10	21	14	11	8	7	9	10
ENSG00000025800	KPNA6	16	20	26	18	11	9	12	8	11
ENSG00000026025	VIM	1	3	885	29	378	16	0.6	227	7
ENSG00000026036	RTEL1-TNFRSF6B	0.5	0.4	0.9	2	3	1	1	2	0.4
ENSG00000026103	FAS	2	5	4	5	4	5	2	5	3
ENSG00000026297	RNASET2	2	1	2	1	0.4	4	6	2	4
ENSG00000026508	CD44	45	63	173	164	111	91	106	93	25
ENSG00000026559	KCNG1		6		0.2	0.1	0.2	0.5	0.1	0.6
ENSG00000026652	AGPAT4	0.2	0.7	0.6	1	0.4	0.5	0.4	1	1
ENSG00000026751	SLAMF7	0.4	0.1			0.2	0.3	0.3		0.2
ENSG00000026950	BTN3A1	4	2	2	4	2	1	0.3	1	2
ENSG00000027001	MIPEP	3	6	9	8	9	9	6	4	8
ENSG00000027075	PRKCH	1	5	0.6	0.1	1	3	5	0.1	2
ENSG00000027697	IFNGR1	40	13	10	14	22	22	18	20	12
ENSG00000027847	B4GALT7	3	5	4	7	3	3	7	8	6
ENSG00000027869	SH2D2A	0.9	0.9	1	0.8	0.5	9	1	1	0.5
ENSG00000028116	VRK2	6	16	8	7	8	3	6	13	5
ENSG00000028137	TNFRSF1B	8	2	6	19	0.6	0.8	5	15	8
ENSG00000028203	VEZT	11	6	7	6	7	12	8	9	9
ENSG00000028277	POU2F2	0.1	0.3		0.7	0.2	1	0.1	0.1	0.2
ENSG00000028310	BRD9	8	7	5	26	8	14	9	8	8
ENSG00000028528	SNX1	10	10	7	7	8	10	10	10	14
ENSG00000028839	TBPL1	3	3	4	4	3	3	3	1	4
ENSG00000029153	ARNTL2	15	13	0.2	19	16	21	20	31	10
ENSG00000029363	BCLAF1	25	26	37	27	30	26	31	17	15
ENSG00000029364	SLC39A9	13	14	10	12	16	16	18	25	21
ENSG00000029534	ANK1	0.1	1	27	3	11	0.6	0.3	6	0.9
ENSG00000029559	IBSP		0.2							0.1
ENSG00000029639	TFB1M	4	4	5	4	4	5	4	4	4
ENSG00000029725	RABEP1	8	9	20	18	9	7	11	7	6
ENSG00000029993	HMGB3	33	31	45	34	25	22	44	11	42
ENSG00000030066	NUP160	20	21	20	10	10	18	18	11	9
ENSG00000030110	BAK1	24	33	21	23	23	25	40	45	27
ENSG00000030304	MUSK		0.1		0.2	0.1	0.2			
ENSG00000030419	IKZF2	3	2	0.1	0.6	0.4	0.2	3	0.3	2
ENSG00000030582	GRN	104	82	56	79	65	78	54	80	99
ENSG00000031003	FAM13B	4	8	5	6	5	4	6	5	6
ENSG00000031081	ARHGAP31	0.2	0.4	0.1	2	4	2	0.1	0.1	0.1
ENSG00000031691	CENPQ	12	9	11	5	7	9	6	12	9
ENSG00000031698	SARS	30	45	55	20	27	36	31	24	25
ENSG00000031823	RANBP3	9	6	8	7	8	6	11	6	8
ENSG00000032219	ARID4A	4	3	6	5	4	4	5	5	4
ENSG00000032389	TSSC1	6	5	5	4	4	5	6	9	8
ENSG00000032444	PNPLA6	9	6	15	16	12	28	6	10	6
ENSG00000032742	IFT88	1	2	4	2	2	2	1	1	2
ENSG00000033011	ALG1	4	5	3	4	7	4	8	13	13
ENSG00000033030	ZCCHC8	7	5	5	4	3	4	3	7	4
ENSG00000033050	ABCF2	17	33	42	43	49	29	32	32	20
ENSG00000033100	CHPF2	10	16	8	22	30	10	21	10	14
ENSG00000033122	LRRC7			0.1	0.2		0.1			
ENSG00000033170	FUT8	13	16	3	16	17	32	13	38	22
ENSG00000033178	UBA6	8	7	7	8	8	7	8	5	7
ENSG00000033327	GAB2	6	3	0.3	5	0.2	5	0.7	0.8	0.4
ENSG00000033627	ATP6V0A1	4	7	5	5	4	5	2	3	3
ENSG00000033800	PIAS1	13	5	3	2	4	7	3	3	5
ENSG00000033867	SLC4A7	11	5	12	7	3	9	4	2	2
ENSG00000034053	APBA2	0.2	0.4	1					0.5	2
ENSG00000034152	MAP2K3	21	31	17	50	28	22	18	18	15
ENSG00000034239	EFCAB1	0.1					0.1			4
ENSG00000034510	TMSB10	852	1990	1564	947	2014	1275	861	2497	2264
ENSG00000034533	ASTE1	2	3	2	2	3	2	5	3	3
ENSG00000034677	RNF19A	6	7	3	5	6	8	5	13	9
ENSG00000034693	PEX3	6	8	11	9	7	8	13	5	6
ENSG00000034713	GABARAPL2	16	24	17	16	22	13	16	14	17
ENSG00000035115	SH3YL1	5	5	0.6	1	1	2	5	1	5
ENSG00000035141	FAM136A	20	45	35	21	15	29	31	19	19
ENSG00000035403	VCL	88	81	178	108	80	81	41	74	48
ENSG00000035499	DEPDC1B	7	9	13	9	6	8	12	5	15
ENSG00000035664	DAPK2	0.4	0.2		0.1	0.2	0.5	0.2	0.1	0.1
ENSG00000035681	NSMAF	6	10	16	14	11	9	8	8	10
ENSG00000035687	ADSS	40	21	26	16	21	30	24	20	28
ENSG00000035862	TIMP2	87	28	116	94	119	164	1	344	39
ENSG00000035928	RFC1	13	12	20	22	12	16	16	9	12
ENSG00000036054	TBC1D23	8	6	7	10	11	8	3	6	5
ENSG00000036257	CUL3	7	8	12	6	10	6	6	8	7
ENSG00000036448	MYOM2	0.1	0.3		0.1	0.1		0.1	0.1	0.4
ENSG00000036530	CYP46A1	0.1	0.1		0.1	0.1	0.1	0.1	0.1	
ENSG00000036549	ZZZ3	6	6	8	4	4	4	5	3	3
ENSG00000036672	USP2	0.4	0.7	0.5	0.1		0.4	1		2
ENSG00000036828	CASR	0.3								
ENSG00000037042	TUBG2	3	9	8	15	6	8	11	10	7
ENSG00000037241	RPL26L1	15	39	46	28	23	22	30	58	28
ENSG00000037280	FLT4	0.1					0.1	0.1		0.3
ENSG00000037474	NSUN2	29	60	33	83	33	64	37	32	34
ENSG00000037637	FBXO42	2	3	4	3	2	3	2	2	2
ENSG00000037749	MFAP3	5	6	5	5	6	5	5	4	5
ENSG00000037757	MRI1	6	4	10	5	7	5	18	9	5
ENSG00000037897	METTL1	7	14	4	5	7	9	10	10	6
ENSG00000037965	HOXC8		0.6	5	2	0.9	0.6	0.7	2	0.7
ENSG00000038002	AGA	5	5	2	4	7	2	7	2	7
ENSG00000038210	PI4K2B	4	4	5	8	5	5	9	4	6
ENSG00000038219	BOD1L1	6	4	5	9	6	6	3	3	4
ENSG00000038274	MAT2B	18	18	20	16	10	12	10	13	25
ENSG00000038295	TLL1	0.1	0.2					0.1		
ENSG00000038358	EDC4	13	18	20	20	19	11	15	13	9
ENSG00000038382	TRIO	12	13	9	79	16	14	11	7	6
ENSG00000038427	VCAN	3	2	0.2	36	35	0.1		3	0.3
ENSG00000038532	CLEC16A	3	3	2	3	5	2	3	5	2
ENSG00000038945	MSR1		0.1							
ENSG00000039068	CDH1	121	79		1	52	118	138	15	72
ENSG00000039123	SKIV2L2	16	19	38	31	15	13	16	17	16
ENSG00000039139	DNAH5	0.6	0.3	0.2	4	0.2	0.1	0.1	0.1	0.5
ENSG00000039319	ZFYVE16	3	4	7	6	4	3	4	4	3
ENSG00000039523	FAM65A	20	16	16	26	28	24	16	19	10
ENSG00000039537	C6								0.2	
ENSG00000039560	RAI14	8	15	3	46	27	9	20	5	3
ENSG00000039600	SOX30	0.1	0.2					0.1	0.1	0.4
ENSG00000039650	PNKP	9	10	5	6	5	8	11	8	9
ENSG00000039987	BEST2						0.1	0.1		
ENSG00000040199	PHLPP2	1	2	3	2	2	1	2	2	0.6
ENSG00000040275	SPDL1	6	16	15	19	8	12	13	12	7
ENSG00000040341	STAU2	3	6	3	3	2	4	3	1	5
ENSG00000040487	PQLC2	3	5	4	9	3	5	5	3	5
ENSG00000040531	CTNS	4	5	4	7	4	4	6	3	2
ENSG00000040608	RTN4R	1	4	2	1	0.9	2	2	2	3
ENSG00000040633	PHF23	10	11	18	14	11	9	13	11	11
ENSG00000040731	CDH10		0.1	1						
ENSG00000040933	INPP4A	3	2	3	3	2	2	2	1	4
ENSG00000041353	RAB27B	8	2	62	2	6	8	1	7	2
ENSG00000041357	PSMA4	29	35	28	19	16	24	26	24	38
ENSG00000041515	MYO16		0.2		0.1	0.1	0.2		0.1	0.1
ENSG00000041802	LSG1	13	20	18	19	15	12	23	24	13
ENSG00000041880	PARP3	5	5	9	13	7	6	2	10	8
ENSG00000041982	TNC	0.4	11	0.5	18	50	6	43	2	34
ENSG00000041988	THAP3	2	2	3	2	1	3	1	1	2
ENSG00000042062	FAM65C	0.1	0.8		0.2	0.2	0.8	0.1	0.1	0.9
ENSG00000042088	TDP1	4	4	4	4	5	6	9	4	7
ENSG00000042286	AIFM2	12	9	5	18	7	6	5	5	14
ENSG00000042304	C2orf83	0.1								
ENSG00000042317	SPATA7	0.3	0.9	0.7	1	0.7	0.2	0.9	0.5	2
ENSG00000042429	MED17	4	3	4	2	2	2	4	1	5
ENSG00000042445	RETSAT	23	17	22	26	26	17	24	54	15
ENSG00000042493	CAPG	31	31	43	37	121	59	39	182	47
ENSG00000042753	AP2S1	29	62	52	43	47	64	62	66	38
ENSG00000042832	TG		0.2							
ENSG00000042980	ADAM28	0.5	0.3		0.1	0.5		0.2	2	3
ENSG00000043039	BARX2	17	9	15	0.2		3	4		12
ENSG00000043093	DCUN1D1	8	8	8	6	5	4	5	6	7
ENSG00000043143	JADE2	10	20	16	14	12	14	9	10	20
ENSG00000043355	ZIC2	0.5	3	3	3	5	2	2	7	1
ENSG00000043462	LCP2									0.1
ENSG00000043514	TRIT1	8	14	5	9	5	9	8	5	15
ENSG00000043591	ADRB1		1	0.2	1	0.1	0.5	0.1	0.9	0.6
ENSG00000044012	GUCA2B								12	
ENSG00000044090	CUL7	5	6	11	8	10	6	9	12	38
ENSG00000044115	CTNNA1	65	88	50	70	57	47	52	72	76
ENSG00000044446	PHKA2	3	6	8	4	3	4	3	2	6
ENSG00000044459	CNTLN	4	1	3	1	3	0.8	1	1	1
ENSG00000044524	EPHA3		0.1			0.1				
ENSG00000044574	HSPA5	198	252	199	181	232	256	199	150	174
ENSG00000046604	DSG2	52	37	3	43	42	45	33	48	28
ENSG00000046647	GEMIN8	2	7	7	2	2	1	1	1	6
ENSG00000046651	OFD1	7	8	6	4	6	9	5	3	10
ENSG00000046653	GPM6B	0.1	0.5	0.8	0.1	0.1	0.2	0.2	0.1	0.1
ENSG00000047056	WDR37	5	2	5	5	4	2	6	5	3
ENSG00000047188	YTHDC2	3	3	6	5	2	4	3	3	4
ENSG00000047230	CTPS2	2	5	13	3	5	4	2	2	3
ENSG00000047249	ATP6V1H	7	6	10	12	9	7	5	8	10
ENSG00000047315	POLR2B	28	25	33	27	20	17	22	18	25
ENSG00000047346	FAM214A	2	1	1	0.8	1	0.6	2	0.6	1
ENSG00000047365	ARAP2	3	2		0.9	1	3	2	1	2
ENSG00000047410	TPR	37	20	39	18	16	14	21	13	12
ENSG00000047457	CP	0.1	7	1	0.3	0.1	0.1	4	0.4	33
ENSG00000047578	KIAA0556	5	4	2	3	6	2	3	3	3
ENSG00000047579	DTNBP1	3	3	2	3	3	3	3	4	3
ENSG00000047597	XK	2	4		0.7	0.1	3	0.8	0.6	0.2
ENSG00000047617	ANO2				0.5					
ENSG00000047621	C12orf4	4	7	10	8	5	2	4	3	2
ENSG00000047634	SCML1	2	4		3	4	5	1	2	1
ENSG00000047644	WWC3	2	7	6	7	14	0.9	3	5	10
ENSG00000047662	FAM184B		0.1				0.1			
ENSG00000047849	MAP4	22	14	42	35	20	33	39	15	12
ENSG00000047932	GOPC	5	10	12	21	15	13	7	7	10
ENSG00000047936	ROS1				0.7	0.2	0.1			0.1
ENSG00000048028	USP28	7	11	10	7	5	5	6	2	10
ENSG00000048052	HDAC9	1	3	5	6	4	0.3	0.5	0.2	4
ENSG00000048140	TSPAN17	10	13	11	18	12	10	11	15	18
ENSG00000048162	NOP16	9	13	19	12	9	12	17	22	11
ENSG00000048342	CC2D2A	0.8	1	0.3	2	2	1	2	0.5	3
ENSG00000048392	RRM2B	3	7	6	5	5	5	2	3	7
ENSG00000048405	ZNF800	4	3	4	4	8	3	4	4	3
ENSG00000048471	SNX29	2	2	1	1	3	3	4	2	2
ENSG00000048540	LMO3				0.1					
ENSG00000048544	MRPS10	25	32	72	38	31	22	35	44	95
ENSG00000048649	RSF1	9	5	8	7	4	3	5	1	7
ENSG00000048707	VPS13D	3	3	5	3	3	2	4	1	2
ENSG00000048740	CELF2		0.1							
ENSG00000048828	FAM120A	79	52	63	47	77	54	60	62	33
ENSG00000048991	R3HDM1	6	8	20	8	6	6	4	8	5
ENSG00000049089	COL9A2	2	2	0.1	0.2		0.1	0.2	0.1	0.6
ENSG00000049130	KITLG	7	9	0.2	4	9	2	21	22	1
ENSG00000049167	ERCC8	1	2	2	3	2	2	4	4	3
ENSG00000049192	ADAMTS6	0.2	0.2		15	2	3	0.4	1	0.5
ENSG00000049239	H6PD	4	6	15	7	10	6	6	3	12
ENSG00000049245	VAMP3	38	43	47	44	29	54	26	32	22
ENSG00000049246	PER3	6	2	8	2	5	2	2	3	0.7
ENSG00000049247	UTS2		0.1				0.1		0.3	2
ENSG00000049249	TNFRSF9	0.2	1	1	1		0.3			0.1
ENSG00000049283	EPN3	14	10		0.2	0.4	1	5	0.4	13
ENSG00000049323	LTBP1	2	3	0.2	3	2	5	6	4	4
ENSG00000049449	RCN1	21	30	36	38	37	23	33	24	31
ENSG00000049540	ELN	0.1				0.3			0.1	0.1
ENSG00000049541	RFC2	14	28	34	45	33	30	36	32	33
ENSG00000049618	ARID1B	8	3		6	6	3	7	3	5
ENSG00000049656	CLPTM1L	20	37	24	105	48	64	24	32	44
ENSG00000049759	NEDD4L	9	3	1	8	6	16	4	0.9	6
ENSG00000049768	FOXP3		0.4	0.2		0.1	0.2	0.1	0.2	0.1
ENSG00000049769	PPP1R3F	0.1	3	1	3	6	2	0.4	2	2
ENSG00000049860	HEXB	23	19	39	28	13	17	17	18	20
ENSG00000049883	PTCD2	2	4	5	3	3	3	2	3	2
ENSG00000050130	JKAMP	7	10	8	11	12	8	12	15	14
ENSG00000050165	DKK3	0.2	4		8	0.1	0.4	6	0.8	25
ENSG00000050327	ARHGEF5	7	7		1	5	6	6	5	6
ENSG00000050344	NFE2L3	24	6	7	104	25	42	17	11	23
ENSG00000050393	MCUR1	6	7	8	8	12	6	6	9	4
ENSG00000050405	LIMA1	74	48	47	35	4	19	53	19	14
ENSG00000050426	LETMD1	8	9	8	7	6	14	10	11	11
ENSG00000050438	SLC4A8	0.1	0.1	0.7	0.2		0.1	0.1	0.1	0.8
ENSG00000050555	LAMC3		1	0.4			0.3	0.3	0.2	0.1
ENSG00000050730	TNIP3				0.2	0.2				
ENSG00000050748	MAPK9	5	6	10	8	8	6	5	7	8
ENSG00000050767	COL23A1							0.1		0.1
ENSG00000050820	BCAR1	13	17	9	16	22	12	27	37	16
ENSG00000051009	FAM160A2	11	10	5	8	5	6	7	18	6
ENSG00000051108	HERPUD1	10	10	10	6	12	9	6	7	6
ENSG00000051128	HOMER3	2	18	11	12	13	10	14	12	4
ENSG00000051180	RAD51	14	9	7	7	9	8	10	11	9
ENSG00000051341	POLQ	6	4	5	3	5	3	4	2	3
ENSG00000051382	PIK3CB	14	7	10	6	9	7	8	8	7
ENSG00000051523	CYBA	59	37	27	36	82	40	128	109	98
ENSG00000051596	THOC3	9	13	12	10	11	8	9	9	14
ENSG00000051620	HEBP2	5	4	3	3	4	3	4	5	6
ENSG00000051825	MPHOSPH9	4	4	5	3	4	3	4	4	2
ENSG00000052126	PLEKHA5	5	3	0.3	4	5	2	2	1	1
ENSG00000052344	PRSS8	35	33	0.1	0.1	6	11	13	7	46
ENSG00000052723	SIKE1	6	7	9	3	3	7	4	3	3
ENSG00000052749	RRP12	8	13	16	14	7	13	7	10	8
ENSG00000052795	FNIP2	3	0.8	0.9	3	1	0.7	2	1	2
ENSG00000052802	MSMO1	14	19	7	10	7	30	13	6	25
ENSG00000052841	TTC17	7	8	5	7	5	4	6	7	7
ENSG00000052850	ALX4		0.1	0.9		0.2		0.1		
ENSG00000053108	FSTL4		0.4					4	0.2	0.1
ENSG00000053254	FOXN3	2	1	5	6	2	2	4	0.4	2
ENSG00000053371	AKR7A2	13	24	30	36	14	25	26	27	25
ENSG00000053372	MRTO4	27	29	32	34	15	36	34	33	16
ENSG00000053438	NNAT	4	2	0.2	3	1	1	12	1	0.3
ENSG00000053501	USE1	4	3	3	3	5	14	5	9	7
ENSG00000053524	MCF2L2		0.2	0.1	0.4	0.1	0.1	0.1	0.1	0.1
ENSG00000053702	NRIP2	0.8	0.6	0.8	2	0.7	0.5	0.8	0.6	0.4
ENSG00000053747	LAMA3	33	14	0.1	4	22	85	35	7	41
ENSG00000053770	AP5M1	2	3	2	3	3	3	5	3	4
ENSG00000053900	ANAPC4	3	4	4	5	2	3	5	3	3
ENSG00000053918	KCNQ1	3	0.3	2	0.3		0.2	1	0.4	3
ENSG00000054116	TRAPPC3	11	14	18	12	7	11	11	7	17
ENSG00000054118	THRAP3	53	49	80	44	38	43	42	40	55
ENSG00000054148	PHPT1	31	26	16	38	42	22	17	25	46
ENSG00000054179	ENTPD2	3	3		0.5	9	7	2	8	3
ENSG00000054219	LY75	2				0.1	1	1	1	3
ENSG00000054267	ARID4B	8	5	8	4	4	2	2	3	5
ENSG00000054277	OPN3	5	8	0.3	10	8	2	2	2	2
ENSG00000054282	SDCCAG8	4	3	9	2	3	2	4	5	5
ENSG00000054392	HHAT	0.7	1	0.3	2	0.7	1	0.9	0.4	1
ENSG00000054523	KIF1B	3	4	10	6	4	3	3	2	2
ENSG00000054598	FOXC1	23	5	3	5	7	8	6	5	16
ENSG00000054611	TBC1D22A	6	5	3	5	9	4	4	5	7
ENSG00000054654	SYNE2	4	3	6	3	5	1	7	1	4
ENSG00000054690	PLEKHH1	1	2	2	2	0.1	1	2	1	1
ENSG00000054793	ATP9A	13	12	3	8	17	5	29	3	27
ENSG00000054938	CHRDL2									0.1
ENSG00000054965	FAM168A	8	7	13	9	5	8	11	4	10
ENSG00000054967	RELT	3	2	2	4	2	3	5	4	2
ENSG00000054983	GALC	7	2	2	5	4	4	8	18	4
ENSG00000055044	NOP58	37	46	53	32	32	36	35	48	30
ENSG00000055070	SZRD1	31	34	48	40	29	34	36	30	30
ENSG00000055118	KCNH2	0.1	0.7	0.7			7	0.5	2	6
ENSG00000055130	CUL1	18	22	44	28	49	29	25	21	26
ENSG00000055147	FAM114A2	2	3	3	2	1	2	2	3	2
ENSG00000055163	CYFIP2	0.5	3	0.3			0.1	0.1		1
ENSG00000055208	TAB2	17	15	13	17	22	9	15	11	15
ENSG00000055211	GINM1	17	13	24	14	12	12	19	7	17
ENSG00000055332	EIF2AK2	9	8	19	9	9	7	8	7	12
ENSG00000055483	USP36	13	12	11	11	8	7	10	19	7
ENSG00000055609	KMT2C	4	3	8	5	9	2	6	4	3
ENSG00000055732	MCOLN3	0.2	2	0.1	1	0.2	0.2			0.5
ENSG00000055813	CCDC85A	0.2					0.3	0.1	1	
ENSG00000055917	PUM2	19	15	26	19	18	15	19	16	16
ENSG00000055950	MRPL43	11	14	10	15	9	14	12	14	23
ENSG00000055955	ITIH4	0.1								
ENSG00000056050	C4orf27	7	12	13	7	7	6	5	5	9
ENSG00000056097	ZFR	16	26	30	40	25	21	23	18	15
ENSG00000056277	ZNF280C	2	3	5	2	1	2	2	0.6	2
ENSG00000056487	PHF21B		0.1	0.4	0.5	0.4				
ENSG00000056558	TRAF1	2	2	1	6	4	1	0.2	0.9	0.7
ENSG00000056586	RC3H2	11	9	10	16	11	7	8	5	7
ENSG00000056736	IL17RB	2	1	1	0.3	0.2	0.8	1	0.1	1
ENSG00000056972	TRAF3IP2	4	5	2	5	4	4	5	3	6
ENSG00000056998	GYG2	0.6	2					0.2		5
ENSG00000057019	DCBLD2	12	19	4	55	73	16	15	81	67
ENSG00000057149	SERPINB3		0.2				0.1	2		
ENSG00000057252	SOAT1	8	10	15	13	10	11	10	4	6
ENSG00000057294	PKP2	22	19	1	13	10	13	10	8	8
ENSG00000057468	MSH4	0.1								
ENSG00000057593	F7								0.1	
ENSG00000057608	GDI2	66	40	122	108	69	40	67	78	57
ENSG00000057657	PRDM1	0.4	0.2		2	0.3	2	0.2	0.2	0.2
ENSG00000057663	ATG5	9	9	9	13	10	8	5	7	10
ENSG00000057704	TMCC3	19	2	0.1	3	9	6	3	5	1
ENSG00000057757	PITHD1	16	24	14	23	13	17	15	16	18
ENSG00000057935	MTA3	3	4	6	2	2	2	3	2	3
ENSG00000058056	USP13	2	4	12	8	7	2	3	8	3
ENSG00000058063	ATP11B	20	5	12	10	10	5	8	8	8
ENSG00000058085	LAMC2	381	110	0.1	1	69	196	109	64	35
ENSG00000058091	CDK14	7	0.1		4	10	16	3	4	0.1
ENSG00000058262	SEC61A1	80	95	111	72	116	70	153	122	83
ENSG00000058272	PPP1R12A	10	6	6	8	7	8	8	6	7
ENSG00000058335	RASGRF1	0.2	1	0.7	0.1	0.1	0.4	0.1		2
ENSG00000058404	CAMK2B		0.4	1	0.7	0.2	0.1	0.2	0.1	0.6
ENSG00000058453	CROCC	2	1	4	2	1	0.9	1	1	2
ENSG00000058600	POLR3E	6	9	3	4	8	4	6	5	3
ENSG00000058668	ATP2B4	6	13	37	10	23	13	6	12	6
ENSG00000058673	ZC3H11A	27	24	21	14	16	9	15	12	14
ENSG00000058729	RIOK2	2	5	9	7	4	3	4	5	4
ENSG00000058799	YIPF1	7	10	9	8	5	10	4	4	11
ENSG00000058804	NDC1	24	21	32	18	11	21	17	14	11
ENSG00000058866	DGKG		0.9		0.9	1	0.9		0.4	0.6
ENSG00000059122	FLYWCH1	3	5	4	7	9	3	4	6	3
ENSG00000059145	UNKL	3	3	2	4	7	2	2	3	0.8
ENSG00000059377	TBXAS1	0.1	0.1		0.6	1	0.1		3	8
ENSG00000059378	PARP12	9	8	2	9	12	4	4	4	9
ENSG00000059573	ALDH18A1	22	40	59	29	25	43	26	17	38
ENSG00000059588	TARBP1	5	6	12	4	6	4	6	5	4
ENSG00000059691	GATB	1	1	2	1	1	1	2	1	1
ENSG00000059728	MXD1	5	3	1	3	8	9	5	6	2
ENSG00000059758	CDK17	5	4	3	4	4	9	6	6	4
ENSG00000059769	DNAJC25	2	6	5	6	10	5	4	5	3
ENSG00000059804	SLC2A3	0.2	7	9	0.1	0.2	2			3
ENSG00000059915	PSD	0.2	0.1	0.2	0.3	0.2	0.3	0.2	0.3	0.3
ENSG00000060069	CTDP1	5	3	5	3	3	5	3	2	4
ENSG00000060138	YBX3	36	63	31	32	18	22	22	11	11
ENSG00000060140	STYK1	5	4		2	2	3	2	2	2
ENSG00000060237	WNK1	12	26	49	27	20	10	16	7	7
ENSG00000060339	CCAR1	17	21	26	18	17	12	19	14	21
ENSG00000060491	OGFR	15	21	9	15	32	26	29	26	25
ENSG00000060558	GNA15	9	13		11	3	18	16	9	11
ENSG00000060566	CREB3L3	0.1		0.4	2	0.1	0.1		45	0.4
ENSG00000060642	PIGV	5	5	4	5	4	6	5	5	6
ENSG00000060656	PTPRU	11	7	2	7	9	14	22	6	34
ENSG00000060688	SNRNP40	13	22	24	11	8	15	14	12	11
ENSG00000060709	RIMBP2		0.1				0.1			
ENSG00000060749	QSER1	9	13	16	12	11	8	15	6	5
ENSG00000060762	MPC1	8	9	6	12	15	14	24	10	8
ENSG00000060971	ACAA1	22	0.1	3	8	3	13	25	9	6
ENSG00000060982	BCAT1	30	3	0.1	15	3	5	10	0.9	29
ENSG00000061273	HDAC7	26	11	3	9	10	18	13	15	12
ENSG00000061337	LZTS1		0.4	2				0.1	0.1	2
ENSG00000061455	PRDM6		0.2		0.1					
ENSG00000061656	SPAG4	3	1	2	3	3	1	4	2	6
ENSG00000061676	NCKAP1	13	8	16	11	15	9	9	12	8
ENSG00000061794	MRPS35	43	74	79	44	38	56	39	151	34
ENSG00000061918	GUCY1B3	0.7	0.7				0.2	0.1		2
ENSG00000061936	SFSWAP	7	7	4	6	6	7	7	12	5
ENSG00000061938	TNK2	19	2	5	8	6	15	6	17	3
ENSG00000061987	MON2	3	3	3	3	3	2	2	3	2
ENSG00000062038	CDH3	19	62	0.2	0.1	7	19	107	0.8	12
ENSG00000062194	GPBP1	13	15	19	19	12	10	10	13	18
ENSG00000062282	DGAT2	2	1	3	3	0.6	0.5	25	0.4	2
ENSG00000062370	ZNF112	1	0.8	1	2	2	1	0.7	0.6	1
ENSG00000062485	CS	30	52	47	39	35	44	44	56	35
ENSG00000062524	LTK	7	0.1	0.1		0.3			0.2	0.9
ENSG00000062582	MRPS24	3	8	5	7	9	9	6	9	8
ENSG00000062598	ELMO2	5	11	5	10	9	10	11	6	10
ENSG00000062650	WAPL	14	14	21	17	14	19	11	13	16
ENSG00000062716	VMP1	50	37	22	23	18	17	21	44	64
ENSG00000062725	APPBP2	5	4	6	4	3	3	3	4	5
ENSG00000062822	POLD1	15	20	16	18	21	32	23	25	14
ENSG00000063015	SEZ6						0.1			
ENSG00000063046	EIF4B	110	102	87	69	53	95	67	95	93
ENSG00000063127	SLC6A16		0.1	0.9						
ENSG00000063169	GLTSCR1	2	3	2	2	2	5	3	3	1
ENSG00000063176	SPHK2	2	2	2	2	2	4	2	5	2
ENSG00000063177	RPL18	98	103	201	98	92	252	120	153	97
ENSG00000063180	CA11	0.4	4	13	2	2	0.6	1	2	0.4
ENSG00000063241	ISOC2	6	8	8	7	8	18	9	15	7
ENSG00000063244	U2AF2	53	56	90	54	57	69	88	77	53
ENSG00000063245	EPN1	37	39	31	48	50	89	37	70	38
ENSG00000063322	MED29	12	21	15	11	14	18	23	25	30
ENSG00000063438	AHRR	0.1	0.8	0.8	4	1	0.6	0.2	1	1
ENSG00000063587	ZNF275	3	3	2	4	4	2	2	1	3
ENSG00000063601	MTMR1	13	19	7	17	12	7	9	4	11
ENSG00000063660	GPC1	12	33	11	40	77	12	49	47	48
ENSG00000063761	ADCK1	0.9	3	2	2	1	2	3	1	2
ENSG00000063854	HAGH	4	3	3	3	6	5	2	3	6
ENSG00000063978	RNF4	16	12	11	18	9	15	8	12	15
ENSG00000064012	CASP8	5	7	11	5	7	4	5	10	7
ENSG00000064042	LIMCH1	4	3		17		17	2	0.5	0.2
ENSG00000064102	ASUN	9	15	53	22	12	28	15	33	15
ENSG00000064115	TM7SF3	26	16	19	18	17	29	23	52	23
ENSG00000064195	DLX3	0.4	4				5	0.5		1
ENSG00000064199	SPA17	2	4	4	2	2	1	2	0.8	3
ENSG00000064201	TSPAN32				0.3	0.2	0.7		0.1	0.5
ENSG00000064205	WISP2	0.2	0.3		0.7	0.1			0.4	
ENSG00000064218	DMRT3		0.2							0.1
ENSG00000064225	ST3GAL6	0.9	0.3		0.8	0.4	0.4	0.3	0.5	0.1
ENSG00000064270	ATP2C2	3	4		0.1	0.8	4	9	0.2	6
ENSG00000064300	NGFR	0.1	7	1	0.7	0.1	0.2	2	0.2	0.4
